name,type,category,capacity_mw,lat,lon,source
Auraiya Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,663.0,26.6282,79.5286,GEM Oil & Gas Tracker
BCPL Captive power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,53.0,27.469295,94.873359,GEM Oil & Gas Tracker
BSES Kerala power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,165.0,10.074502,76.319108,GEM Oil & Gas Tracker
Basin Bridge power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,730.0,13.098919,80.270147,GEM Oil & Gas Tracker
Basin Bridge power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,730.0,13.098919,80.270147,GEM Oil & Gas Tracker
Bhander power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,500.0,21.114424,72.656204,GEM Oil & Gas Tracker
Brahmapuram Diesel power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,64.0,9.997399,76.373166,GEM Oil & Gas Tracker
DGEN Mega Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,400.0,21.6923,72.6215,GEM Oil & Gas Tracker
DGEN Mega Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,400.0,21.6923,72.6215,GEM Oil & Gas Tracker
DGEN Mega Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,400.0,21.6923,72.6215,GEM Oil & Gas Tracker
Dadri Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,829.8,28.5932,77.6101,GEM Oil & Gas Tracker
Dahej OPAL Captive power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,195.0,21.693394,72.623335,GEM Oil & Gas Tracker
Dholpur Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,330.0,26.701839,77.847933,GEM Oil & Gas Tracker
Dhuvaran Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,106.0,22.2396,72.752,GEM Oil & Gas Tracker
Dhuvaran Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,112.0,22.2396,72.752,GEM Oil & Gas Tracker
Dhuvaran Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,376.0,22.2396,72.752,GEM Oil & Gas Tracker
Faridabad Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,431.6,28.34652,77.359003,GEM Oil & Gas Tracker
GACL Dahej Caustic Captive power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,113.0,21.70975,72.690402,GEM Oil & Gas Tracker
GMR Energy Limited Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,220.0,16.950087,82.27019,GEM Oil & Gas Tracker
GREL Combined Cycle power plant (Rajahmundry),Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,384.0,16.9247,81.8112,GEM Oil & Gas Tracker
GREL Combined Cycle power plant (Rajahmundry),Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,384.0,16.9247,81.8112,GEM Oil & Gas Tracker
Gautami Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,464.0,17.0386,82.1286,GEM Oil & Gas Tracker
Godavari Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,208.0,17.0587,82.3097,GEM Oil & Gas Tracker
Godhra power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,2000.0,22.773567,73.617556,GEM Oil & Gas Tracker
Gujarat Cement Works Combined Cycle power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,50.0,20.910433,71.458493,GEM Oil & Gas Tracker
Guru Gobind Singh Refinery power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,165.0,29.924421,74.958902,GEM Oil & Gas Tracker
HPCL Vizag Refinery power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,60.0,17.68858,83.251943,GEM Oil & Gas Tracker
HPL Cogeneration power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,116.0,22.651466,88.086507,GEM Oil & Gas Tracker
Hazira (Essar) power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,515.0,21.110391,72.654514,GEM Oil & Gas Tracker
Hazira (GSEG) power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,156.0,21.1652,72.6613,GEM Oil & Gas Tracker
Hazira (GSEG) power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,351.0,21.1652,72.6613,GEM Oil & Gas Tracker
Hazira Gas Processing Complex Captive Power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,51.0,21.16102,72.739369,GEM Oil & Gas Tracker
Hazira power station (Reliance),Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,320.0,21.1592,72.687127,GEM Oil & Gas Tracker
Hope Town power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,50.0,11.706072,92.736766,GEM Oil & Gas Tracker
IOCL Panipat Naphtha Cracker Captive cogeneration power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,238.4,29.452388,76.872665,GEM Oil & Gas Tracker
IOCL Panipat cogeneration power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,110.0,29.467309,76.875446,GEM Oil & Gas Tracker
Indraprastha Gas power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,270.0,28.707077,77.102222,GEM Oil & Gas Tracker
Jegurupadu Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,235.0,16.9312,81.86,GEM Oil & Gas Tracker
Jegurupadu Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,220.0,16.9312,81.86,GEM Oil & Gas Tracker
Jhanor Gandhar Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,657.0,21.8242,73.1136,GEM Oil & Gas Tracker
Karappur Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,120.0,11.121782,79.527904,GEM Oil & Gas Tracker
Kashipur (Gama) power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,225.0,29.141711,78.963497,GEM Oil & Gas Tracker
Kashipur Sravanthi power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,225.0,29.154721,78.974029,GEM Oil & Gas Tracker
Kashipur Sravanthi power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,225.0,29.154721,78.974029,GEM Oil & Gas Tracker
Kattupalli power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,750.0,13.258618,80.340732,GEM Oil & Gas Tracker
Kattupalli power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,150.0,13.258618,80.340732,GEM Oil & Gas Tracker
Kawas Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,656.0,21.175,72.6879,GEM Oil & Gas Tracker
Kayamkulam Gas power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,350.0,9.207196,76.434225,GEM Oil & Gas Tracker
Konaseema Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,445.0,16.7346,81.8622,GEM Oil & Gas Tracker
Konaseema Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,410.0,16.7346,81.8622,GEM Oil & Gas Tracker
Konaseema Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,410.0,16.7346,81.8622,GEM Oil & Gas Tracker
Kondapalli Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,368.0,16.64,80.5504,GEM Oil & Gas Tracker
Kondapalli Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,366.0,16.64,80.5504,GEM Oil & Gas Tracker
Kondapalli Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,371.0,16.64,80.5504,GEM Oil & Gas Tracker
Kondapalli Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,371.0,16.64,80.5504,GEM Oil & Gas Tracker
Kozhikode Diesel power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,96.0,11.205247,75.806959,GEM Oil & Gas Tracker
Kuttalam Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,101.0,11.076,79.57,GEM Oil & Gas Tracker
Lakwa Replacement power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,69.8,26.985766,94.93017,GEM Oil & Gas Tracker
Manesar Captive power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,77.5,28.366459,76.890224,GEM Oil & Gas Tracker
Mangalore Refinery power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,115.0,12.983902,74.844176,GEM Oil & Gas Tracker
Mangalore Refinery power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,114.0,12.983902,74.844176,GEM Oil & Gas Tracker
Mangaon Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,388.0,18.3879,73.3529,GEM Oil & Gas Tracker
Matix Fertilisers Captive power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,54.0,23.44414,87.492464,GEM Oil & Gas Tracker
Monarchak Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,101.0,23.438,91.274,GEM Oil & Gas Tracker
Namrup power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,98.4,27.1858,95.376,GEM Oil & Gas Tracker
P.Nallur Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,331.0,11.0749,79.834,GEM Oil & Gas Tracker
P.Nallur Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,360.0,11.0749,79.834,GEM Oil & Gas Tracker
P.Nallur Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,360.0,11.0749,79.834,GEM Oil & Gas Tracker
P.Nallur Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,360.0,11.0749,79.834,GEM Oil & Gas Tracker
Paguthan Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,655.0,21.78,72.979,GEM Oil & Gas Tracker
Panduranga power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,116.0,17.122874,81.619462,GEM Oil & Gas Tracker
Panduranga power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,354.0,17.122874,81.619462,GEM Oil & Gas Tracker
Paradip Refinery Captive power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,122.0,20.250004,86.59751,GEM Oil & Gas Tracker
Paradip Refinery Captive power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,122.0,20.250004,86.59751,GEM Oil & Gas Tracker
Paradip Refinery Captive power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,122.0,20.250004,86.59751,GEM Oil & Gas Tracker
Pipavav Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,351.0,20.8986,71.46926,GEM Oil & Gas Tracker
Pipavav Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,351.0,20.8986,71.46926,GEM Oil & Gas Tracker
Pragati Combined Cycle Gas Turbine-III power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,750.0,28.7962571,77.0709926,GEM Oil & Gas Tracker
Pragati Combined Cycle Gas Turbine-III power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,750.0,28.7962571,77.0709926,GEM Oil & Gas Tracker
Pragati Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,330.4,28.6146,77.2528,GEM Oil & Gas Tracker
Ramgarh Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,270.5,27.337693,70.525314,GEM Oil & Gas Tracker
Ratnagiri Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,640.0,17.5587,73.16705,GEM Oil & Gas Tracker
Ratnagiri Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,664.0,17.5587,73.16705,GEM Oil & Gas Tracker
Ratnagiri Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,664.0,17.5587,73.16705,GEM Oil & Gas Tracker
Rithala Gas power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,108.0,28.7327,77.1016,GEM Oil & Gas Tracker
Rokhia power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,120.0,23.75,91.5,GEM Oil & Gas Tracker
Sai Regency Power power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,58.0,9.362703,78.893266,GEM Oil & Gas Tracker
Samalkot Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,220.0,17.0853,82.1283,GEM Oil & Gas Tracker
Sugen Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,383.0,21.3395,72.9889,GEM Oil & Gas Tracker
Sugen Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,383.0,21.3395,72.9889,GEM Oil & Gas Tracker
Sugen Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,383.0,21.3395,72.9889,GEM Oil & Gas Tracker
Thirumakotai Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,107.0,10.5415,79.4507,GEM Oil & Gas Tracker
Tripura Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,363.0,23.4987,91.4385,GEM Oil & Gas Tracker
Tripura Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,363.0,23.4987,91.4385,GEM Oil & Gas Tracker
Trombay Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,180.0,19.0018,72.8967,GEM Oil & Gas Tracker
Unosugen Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,383.0,21.3413,72.989,GEM Oil & Gas Tracker
Uran Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,672.0,18.88,72.9715,GEM Oil & Gas Tracker
Utran Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,374.0,21.2285,72.8705,GEM Oil & Gas Tracker
Vadinar P1 power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,380.0,22.324327,69.737699,GEM Oil & Gas Tracker
Vadodara Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,145.0,22.375805,73.099511,GEM Oil & Gas Tracker
Vadodara Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,165.0,22.375805,73.099511,GEM Oil & Gas Tracker
Valuthur Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,95.0,9.34836,78.9235,GEM Oil & Gas Tracker
Valuthur Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,92.0,9.34836,78.9235,GEM Oil & Gas Tracker
Vemagiri Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,388.0,16.9238,81.8141,GEM Oil & Gas Tracker
Vijjeswaram Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,100.0,16.9335,81.7243,GEM Oil & Gas Tracker
Vijjeswaram Combined Cycle power plant,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,172.0,16.9335,81.7243,GEM Oil & Gas Tracker
Vizag Steel Plant power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,120.0,17.606547,83.196713,GEM Oil & Gas Tracker
Yelahanka Raichur power station,Oil & Gas / Petrochemical Facility,Petrochemical / Refinery,370.0,13.117556,77.581875,GEM Oil & Gas Tracker
